"Qi Wang and
Chao Teng and
Hong Yao and
Qingzhong Liang and
Chengyu Hu and
Xuesong Yan","Stochastic Analysis of Epidemic Routing Based Anycast in Throwbox-Equipped
DTNs","IEEE 8th International Symposium on Embedded Multicore/Manycore
SoCs, MCSoC 2014, Aizu-Wakamatsu, Japan, September 23-25, 2014","2014, ()",1
"Qi Wang and
Minyi Guo and
Yuankui Cao and
Mianxiong Dong and
Hai Jin",The Design and Evaluation of a Selective Way Based Trace Cache,"Advanced Parallel Processing Technologies, 8th International Symposium,
APPT 2009, Rapperswil, Switzerland, August 24-25, 2009, Proceedings","2009, ()",1
"Zitong Wang and
Qi Wang and
Hong Yao and
Yong Li","A Crowd Simulation Based {UAV} Control Architecture for Industrial
Disaster Evacuation","IEEE 83rd Vehicular Technology Conference, VTC Spring 2016, Nanjing,
China, May 15-18, 2016","2016, ()",2
"Yuankui Cao and
Qi Wang and
Lin Gu",Green {C-RAN:} {A} Joint Approach to the Design and Energy Optimization,"86th IEEE Vehicular Technology Conference, VTC Fall 2017, Toronto,
ON, Canada, September 24-27, 2017","2017, ()",2
"Jie Zhang and
Qi Wang and
Lin Gu and
Hong Yao and
Zitong Wang","Joint Optimization of Virtual Function Migration and Rule Update in
Software Defined {NFV} Networks","2017 IEEE Global Communications Conference, GLOBECOM 2017, Singapore,
December 4-8, 2017","2017, ()",2
"Huawei Huang and
Qi Wang and
Yuankui Cao and
Hong Yao","Joint optimization of task mapping and routing for service provisioning
in distributed datacenters","IEEE International Conference on Communications, ICC 2014, Sydney,
Australia, June 10-14, 2014","2014, ()",2
"Lin Gu and
Qi Wang and
Yuankui Cao and
Baoliu Ye","Joint optimization of {VM} placement and request distribution for
electricity cost cut in geo-distributed data centers","International Conference on Computing, Networking and Communications,
ICNC 2015, Garden Grove, CA, USA, February 16-19, 2015","2015, ()",2
"Lin Gu and
Qi Wang and
Yuankui Cao and
Baoliu Ye",Leverage parking cars in a two-tier data center,"2013 IEEE Wireless Communications and Networking Conference (WCNC),
Shanghai, Shanghai, China, April 7-10, 2013","2013, ()",2
"Jie Zhang and
Qi Wang and
Lin Gu and
Hong Yao and
Yuanyuan Fan",On Rule Placement for Multi-path Routing in Software-Defined Networks,"Collaborative Computing: Networking, Applications, and Worksharing
- 11th International Conference, CollaborateCom 2015, Wuhan, China,
November 10-11, 2015. Proceedings","2015, ()",2
"Lin Gu and
Qi Wang and
Yuankui Cao","QoS-Aware Task Placement in Geo-distributed Data Centers with Low
{OPEX} Using Dynamic Frequency Scaling","10th IEEE International Conference on High Performance Computing
and Communications \& 2013 IEEE International Conference on Embedded
and Ubiquitous Computing, HPCC/EUC 2013, Zhangjiajie, China, November
13-15, 2013","2013, ()",2
"Kaimin Wei and
Qi Wang and
Yuankui Cao and
Ke Xu",Social-Aware Relay Node Selection in Delay Tolerant Networks,"22nd International Conference on Computer Communication and Networks,
ICCCN 2013, Nassau, Bahamas, July 30 - Aug. 2, 2013","2013, ()",2
"Huawei Huang and
Qi Wang and
Yuankui Cao and
Hong Yao and
Toshiaki Miyazaki","Stochastic analysis on epidemic dissemination of lifetime-controlled
messages in DTNs","2013 9th International Wireless Communications and Mobile Computing
Conference, IWCMC 2013, Sardinia, Italy, July 1-5, 2013","2013, ()",2
"Lin Gu and
Qi Wang and
Yuankui Cao and
Shui Yu","Type-aware task placement in geo-distributed data centers with low
{OPEX} using data center resizing","International Conference on Computing, Networking and Communications,
ICNC 2014, Honolulu, HI, USA, February 3-6, 2014","2014, ()",2
"Lin Gu and
Qi Wang and
Yuankui Cao",Vehicular cloud computing: {A} survey,"Workshops Proceedings of the Global Communications Conference, GLOBECOM
2013, Atlanta, GA, USA, December 9-13, 2013","2013, ()",2
"Chao Liu and
Qi Wang and
Hong Yao and
Chengyu Hu and
Xuesong Yan and
Yuanyuan Fan",{MR-COF:} {A} Genetic MapReduce Configuration Optimization Framework,"Algorithms and Architectures for Parallel Processing - 15th International
Conference, ICA3PP 2015, Zhangjiajie, China, November 18-20, 2015.
Proceedings, Part IV","2015, ()",2
"Zitong Wang and
Haixin Liu and
Qi Wang","A Network Calculus Analysis for the Baseband Processing Capacity in
Cloud Radio Access Network","Cloud Computing and Security - Third International Conference, ICCCS
2017, Nanjing, China, June 16-18, 2017, Revised Selected Papers, Part
I","2017, ()",3
"An{-}Ni Shen and
Yuankui Cao and
Qi Wang and
Mohsen Guizani","A lightweight privacy-preserving protocol using chameleon hashing
for secure vehicular communications","2012 IEEE Wireless Communications and Networking Conference, WCNC
2012, Paris, France, April 1-4, 2012","2012, ()",3
"Kaimin Wei and
Yuankui Cao and
Qi Wang and
Ke Xu","A multi-attribute decision making approach to congestion control in
delay tolerant networks","IEEE International Conference on Communications, ICC 2014, Sydney,
Australia, June 10-14, 2014","2014, ()",3
"Zhongwen Luo and
Huanhuan Zhu and
Qi Wang and
Hong Yao","A trace-driven analysis on the user behaviors in social e-commerce
network","IEEE International Conference on Communications, ICC 2014, Sydney,
Australia, June 10-14, 2014","2014, ()",3
"Lin Gu and
Sheng Tao and
Qi Wang and
Hai Jin","Communication cost efficient virtualized network function placement
for big data processing","IEEE Conference on Computer Communications Workshops, INFOCOM
Workshops 2016, San Francisco, CA, USA, April 10-14, 2016","2016, ()",3
"Sheng Tao and
Lin Gu and
Qi Wang and
Hai Jin and
Kan Hu","Fairness-aware dynamic rate control and flow scheduling for network
function virtualization","25th IEEE/ACM International Symposium on Quality of Service, IWQoS
2017, Vilanova i la Geltr\'u, Spain, June 14-16, 2017","2017, ()",3
"Honglei Jiang and
Yuankui Cao and
Qi Wang and
Hai Jin","Improving content availability by request-adaptive incentive in private
peer-to-peer communities","2012 IEEE Global Communications Conference, GLOBECOM 2012, Anaheim,
CA, USA, December 3-7, 2012","2012, ()",3
"Chao Liu and
Hong Yao and
Qi Wang and
Qingzhong Liang and
Chengyu Hu and
Xuesong Yan","MyBSP: An Iterative Processing Framework Based on the Cloud Platform
for Graph Data","Second International Conference on Advanced Cloud and Big Data, CBD
2014, Huangshan, China, November 20-22, 2014","2014, ()",3
"Chao Liu and
Hong Yao and
Zhengwang Tang and
Qi Wang and
Chengyu Hu and
Qingzhong Liang",A Comparison Study of Graph Data Processing Based on MyBSP and MapReduce,"International Conference on Cloud Computing and Big Data, CCBD 2014,
Wuhan, China, November 12-14, 2014","2014, ()",4
"Qingzhong Liang and
Guangjun Wang and
Hui Li and
Qi Wang and
Yuanyuan Fan and
Chao Liu","A Fast Vision-Based Localization Algorithm for Spacecraft in Deep
Space","Personal Satellite Services. Next-Generation Satellite Networking
and Communication Systems - 6th International Conference, PSATS
2014, Genova, Italy, July 28-29, 2014, Revised Selected Papers","2014, ()",4
"Chao Liu and
Changkai Zhang and
Hong Yao and
Qi Wang and
Qingzhong Liang and
Chengyu Hu",A {GPS} Information Sharing System Based on Bluetooth Technology,"2014 International Conference on IT Convergence and Security, 10.1109/ICITCS.2014,
Beijing, China, October 28-30, 2014","2014, ()",4
"Gongwei Zhang and
Mianxiong Dong and
Long Zheng and
Qi Wang and
Minyi Guo",An Improved Design for {UMP} (Ubiquitous Multi-processor) System,"IEEE International Symposium on Parallel and Distributed Processing
with Applications, ISPA 2008, Sydney, NSW, Australia, December 10-12,
2008","2008, ()",4
"Hong Yao and
Hui Li and
Chao Liu and
Zitong Wang and
Qi Wang and
Guohui Li","Joint Optimization of {VM} Placement and Rule Placement towards Energy
Efficient Software-Defined Data Centers","2016 IEEE International Conference on Computer and Information Technology,
CIT 2016, Nadi, Fiji, December 8-10, 2016","2016, ()",5
"Sanmin Liu and
Hai Jin and
Xiaofei Liao and
Hong Yao and
Qi Wang","TCPBridge: {A} software approach to establish direct communications
for {NAT} hosts","The 6th ACS/IEEE International Conference on Computer Systems and
Applications, AICCSA 2008, Doha, Qatar, March 31 - April 4, 2008","2008, ()",5
"Toshiaki Miyazaki and
Hiroki Iwata and
Koji Kobayashi and
Shoichi Yamaguchi and
Qi Wang and
Yuankui Cao and
Junji Kitamichi and
Takafumi Hayashi and
Tsuneo Tsukahara",{DASN:} demand-addressable sensor network for active information acquisition,"The 8th International Conference on Ubiquitous Information Management
and Communication, ICUIMC '14, Siem Reap, Cambodia - January 09
- 11, 2014","2014, ()",5
"Yuanyuan Fan and
Qingzhong Liang and
Yunsong Chen and
Xuesong Yan and
Chengyu Hu and
Hong Yao and
Chao Liu and
Qi Wang","Executing Time and Cost-Aware Task Scheduling in Hybrid Cloud Using
a Modified {DE} Algorithm","Computational Intelligence and Intelligent Systems - 7th International
Symposium, ISICA 2015, Guangzhou, China, November 21-22, 2015, Revised
Selected Papers","2015, ()",8
